Date,Open,High,Low,Close,Adj Close,Volume
2005-04-18,5.262857,5.285714,4.985714,5.071429,4.402208,209782300
2005-04-25,5.212857,5.358572,5.031428,5.151429,4.471652,854398300
2005-05-02,5.172857,5.332857,5.145714,5.320000,4.617978,531112400
2005-05-09,5.325714,5.350000,4.730000,4.967143,4.311685,1127723800
2005-05-16,4.937143,5.382857,4.932857,5.364286,4.656419,736293600
2005-05-23,5.407143,5.848571,5.407143,5.794286,5.029676,718392500
2005-05-30,5.808571,5.822857,5.395714,5.462857,4.741983,547215200
2005-06-06,5.475714,5.518571,5.074286,5.115714,4.440647,757606500
2005-06-13,5.127143,5.505714,5.107143,5.472857,4.750663,622690600
2005-06-20,5.407143,5.682857,5.340000,5.394286,4.682460,551033000
2005-06-27,5.262857,5.442857,5.160000,5.214286,4.526213,516805100
2005-07-04,5.221428,5.468572,5.214286,5.464286,4.743222,380838500
2005-07-11,5.481429,6.001429,5.397143,5.935714,5.152442,1061101300
2005-07-18,5.915714,6.291429,5.867143,6.285714,5.456257,604031400
2005-07-25,6.284286,6.340000,6.037143,6.092857,5.288849,415090200
2005-08-01,6.081429,6.214286,6.002857,6.141428,5.331010,345170700
2005-08-08,6.142857,6.602857,6.087143,6.585714,5.716669,526547000
2005-08-15,6.640000,6.904286,6.535714,6.547143,5.683188,735800800
2005-08-22,6.592857,6.731429,6.465714,6.534286,5.672027,448179900
2005-08-29,6.467143,6.738572,6.465714,6.602857,5.731551,439189800
2005-09-05,6.671429,7.335714,6.650000,7.330000,6.362739,774993800
2005-09-12,7.300000,7.375714,7.047143,7.315714,6.350339,606566800
2005-09-19,7.292857,7.687143,7.292857,7.600000,6.597110,765123100
2005-09-26,7.718572,7.794286,7.227143,7.658571,6.647953,795572400
2005-10-03,7.737143,7.907143,7.221428,7.328571,6.361499,773300500
2005-10-10,7.394286,7.764286,6.838572,7.714286,6.696314,1833001100
2005-10-17,7.711429,8.140000,7.315714,7.951428,6.902164,1097398400
2005-10-24,7.892857,8.222857,7.738572,7.781428,6.754598,721950600
2005-10-31,7.885714,8.902857,7.821429,8.735714,7.582957,1077502300
2005-11-07,8.692857,8.872857,8.430000,8.791429,7.631320,689080000
2005-11-14,8.791429,9.411428,8.701428,9.222857,8.005818,723114000
2005-11-21,9.260000,9.934286,9.102858,9.905714,8.598564,483214900
2005-11-28,10.102858,10.391429,9.621428,10.375714,9.006543,1053570700
2005-12-05,10.278571,10.690000,10.212857,10.618571,9.217356,866511800
2005-12-12,10.695714,10.780000,10.038571,10.158571,8.818055,925465100
2005-12-19,10.158571,10.641429,10.148571,10.478572,9.095829,521152100
